,value,group
996,4.6,Poultry Products
997,3.37,Poultry Products
998,4.53,Poultry Products
999,3.39,Poultry Products
1000,4.03,Poultry Products
1001,1.25,Poultry Products
1002,1.76,Poultry Products
1003,2.32,Poultry Products
1004,3.35,Poultry Products
1005,1.28,Poultry Products
1006,1.72,Poultry Products
1007,2.59,Poultry Products
1008,3.51,Poultry Products
1009,3.92,Poultry Products
1010,1.57,Poultry Products
1011,2.03,Poultry Products
1012,3.09,Poultry Products
1013,4.27,Poultry Products
1014,1.54,Poultry Products
1015,2.1,Poultry Products
1016,2.89,Poultry Products
1017,2.59,Poultry Products
1018,3.51,Poultry Products
1019,1.28,Poultry Products
1020,1.72,Poultry Products
1021,1.28,Poultry Products
1022,1.72,Poultry Products
1023,2.06,Poultry Products
1024,1.41,Poultry Products
1025,0.92,Poultry Products
1026,2.37,Poultry Products
1027,2.02,Poultry Products
1028,0.7,Poultry Products
1029,1.53,Poultry Products
1030,4.12,Poultry Products
1031,1.91,Poultry Products
1032,1.46,Poultry Products
1033,1.29,Poultry Products
1034,1.82,Poultry Products
1035,1.9,Poultry Products
1036,2.9,Poultry Products
1037,2.35,Poultry Products
1038,3.11,Poultry Products
1039,1.15,Poultry Products
1040,1.49,Poultry Products
1041,1.31,Poultry Products
1042,1.53,Poultry Products
1043,2.5,Poultry Products
1044,1.14,Poultry Products
1045,1.55,Poultry Products
1046,0.63,Poultry Products
1051,2.86,Poultry Products
1052,1.3,Poultry Products
1053,0.94,Poultry Products
1054,1.05,Poultry Products
1055,0.77,Poultry Products
1056,0.78,Poultry Products
1057,1.47,Poultry Products
1058,1.92,Poultry Products
1059,2.0,Poultry Products
1060,0.69,Poultry Products
1061,1.94,Poultry Products
1062,1.55,Poultry Products
1063,1.57,Poultry Products
1064,2.05,Poultry Products
1065,2.04,Poultry Products
1066,0.86,Poultry Products
1067,2.96,Poultry Products
1068,1.03,Poultry Products
1069,2.01,Poultry Products
1070,2.05,Poultry Products
1071,1.77,Poultry Products
1072,0.92,Poultry Products
1073,2.63,Poultry Products
1074,1.84,Poultry Products
1075,1.71,Poultry Products
1076,1.37,Poultry Products
1077,2.52,Poultry Products
1078,0.76,Poultry Products
1079,1.51,Poultry Products
1080,0.86,Poultry Products
1081,2.52,Poultry Products
1082,1.78,Poultry Products
1083,1.57,Poultry Products
1084,0.51,Poultry Products
1085,2.1,Poultry Products
1086,3.48,Poultry Products
1087,4.56,Poultry Products
1088,3.5,Poultry Products
1089,3.19,Poultry Products
1090,3.0,Poultry Products
1091,3.59,Poultry Products
1092,4.32,Poultry Products
1093,4.33,Poultry Products
1094,5.09,Poultry Products
1095,4.5,Poultry Products
1096,6.0,Poultry Products
1097,3.42,Poultry Products
1098,3.51,Poultry Products
1099,4.33,Poultry Products
1100,3.71,Poultry Products
1101,3.87,Poultry Products
1102,4.71,Poultry Products
1103,3.98,Poultry Products
1104,4.9,Poultry Products
1105,3.89,Poultry Products
1106,4.02,Poultry Products
1107,4.91,Poultry Products
1108,3.59,Poultry Products
1109,4.94,Poultry Products
1110,3.8,Poultry Products
1111,3.87,Poultry Products
1112,3.74,Poultry Products
1113,4.85,Poultry Products
1114,3.76,Poultry Products
1115,4.72,Poultry Products
1116,4.01,Poultry Products
1117,1.76,Poultry Products
1118,2.2,Poultry Products
1119,2.19,Poultry Products
1120,2.53,Poultry Products
1121,3.77,Poultry Products
1122,3.71,Poultry Products
1123,2.75,Poultry Products
1124,3.56,Poultry Products
1125,3.25,Poultry Products
1126,2.54,Poultry Products
1127,1.87,Poultry Products
1128,0.74,Poultry Products
1129,0.65,Poultry Products
1130,0.86,Poultry Products
1131,2.3,Poultry Products
1132,1.64,Poultry Products
1133,2.0,Poultry Products
1134,2.64,Poultry Products
1135,2.34,Poultry Products
1136,1.86,Poultry Products
1137,1.53,Poultry Products
1138,1.9,Poultry Products
1139,0.63,Poultry Products
1140,0.62,Poultry Products
1141,1.51,Poultry Products
1142,2.11,Poultry Products
1143,1.8,Poultry Products
1144,2.5,Poultry Products
1145,1.6,Poultry Products
1146,1.24,Poultry Products
1147,1.82,Poultry Products
1148,1.74,Poultry Products
1149,2.68,Poultry Products
1150,3.4,Poultry Products
1151,1.3,Poultry Products
1152,1.49,Poultry Products
1153,0.82,Poultry Products
1154,1.61,Poultry Products
1155,2.3,Poultry Products
1156,3.15,Poultry Products
1157,1.22,Poultry Products
1158,1.5,Poultry Products
1159,1.7,Poultry Products
1160,2.28,Poultry Products
1161,1.68,Poultry Products
1162,2.2,Poultry Products
1163,1.1,Poultry Products
1164,1.33,Poultry Products
1165,1.16,Poultry Products
1166,1.52,Poultry Products
1167,2.61,Poultry Products
1168,3.24,Poultry Products
1169,0.88,Poultry Products
1170,1.65,Poultry Products
1171,3.12,Poultry Products
1172,2.95,Poultry Products
1173,1.49,Poultry Products
1174,2.68,Poultry Products
1175,1.49,Poultry Products
1176,1.3,Poultry Products
1177,3.26,Poultry Products
1178,4.5,Poultry Products
1179,2.68,Poultry Products
1180,3.4,Poultry Products
1181,2.68,Poultry Products
1182,1.07,Poultry Products
1183,3.4,Poultry Products
1184,1.3,Poultry Products
1185,1.49,Poultry Products
1186,1.15,Poultry Products
1187,1.57,Poultry Products
1188,2.14,Poultry Products
1189,2.99,Poultry Products
1190,2.92,Poultry Products
1191,4.22,Poultry Products
1192,1.28,Poultry Products
1193,1.72,Poultry Products
1194,2.59,Poultry Products
1195,3.51,Poultry Products
1196,2.6,Poultry Products
1197,3.0,Poultry Products
1198,2.04,Poultry Products
1199,1.52,Poultry Products
1200,0.96,Poultry Products
1201,0.9,Poultry Products
1202,0.8,Poultry Products
1203,0.82,Poultry Products
1204,0.7,"Soups, Sauces, and Gravies"
1205,1.1,"Soups, Sauces, and Gravies"
1207,0.77,"Soups, Sauces, and Gravies"
1208,0.9,"Soups, Sauces, and Gravies"
1209,0.44,"Soups, Sauces, and Gravies"
1210,0.0,"Soups, Sauces, and Gravies"
1211,1.23,"Soups, Sauces, and Gravies"
1212,0.12,"Soups, Sauces, and Gravies"
1213,0.15,"Soups, Sauces, and Gravies"
1214,0.2,"Soups, Sauces, and Gravies"
1215,8.47,"Soups, Sauces, and Gravies"
1216,0.4,"Soups, Sauces, and Gravies"
1217,0.29,"Soups, Sauces, and Gravies"
1218,0.3,"Soups, Sauces, and Gravies"
1219,0.17,"Soups, Sauces, and Gravies"
1220,0.28,"Soups, Sauces, and Gravies"
1221,0.4,"Soups, Sauces, and Gravies"
1222,0.18,"Soups, Sauces, and Gravies"
1223,0.22,"Soups, Sauces, and Gravies"
1224,0.3,"Soups, Sauces, and Gravies"
1225,1.56,"Soups, Sauces, and Gravies"
1226,0.7,"Soups, Sauces, and Gravies"
1227,0.74,"Soups, Sauces, and Gravies"
1228,0.2,"Soups, Sauces, and Gravies"
1229,0.37,"Soups, Sauces, and Gravies"
1230,0.01,"Soups, Sauces, and Gravies"
1231,0.3,"Soups, Sauces, and Gravies"
1232,0.15,"Soups, Sauces, and Gravies"
1233,0.6,"Soups, Sauces, and Gravies"
1234,0.6,"Soups, Sauces, and Gravies"
1236,0.4,"Soups, Sauces, and Gravies"
1237,0.11,"Soups, Sauces, and Gravies"
1238,1.1,"Soups, Sauces, and Gravies"
1239,0.5,"Soups, Sauces, and Gravies"
1240,0.12,"Soups, Sauces, and Gravies"
1242,8.4,"Soups, Sauces, and Gravies"
1243,1.3,"Soups, Sauces, and Gravies"
1244,1.3,"Soups, Sauces, and Gravies"
1245,0.99,"Soups, Sauces, and Gravies"
1246,0.15,"Soups, Sauces, and Gravies"
1248,0.6,"Soups, Sauces, and Gravies"
1251,0.6,"Soups, Sauces, and Gravies"
1252,0.28,"Soups, Sauces, and Gravies"
1253,0.4,"Soups, Sauces, and Gravies"
1254,0.9,"Soups, Sauces, and Gravies"
1255,0.23,"Soups, Sauces, and Gravies"
1256,0.38,"Soups, Sauces, and Gravies"
1257,1.1,"Soups, Sauces, and Gravies"
1258,1.23,"Soups, Sauces, and Gravies"
1259,0.65,"Soups, Sauces, and Gravies"
1260,0.0,"Soups, Sauces, and Gravies"
1261,0.21,"Soups, Sauces, and Gravies"
1262,0.09,"Soups, Sauces, and Gravies"
1263,0.2,"Soups, Sauces, and Gravies"
1267,1.12,"Soups, Sauces, and Gravies"
1269,1.6,"Soups, Sauces, and Gravies"
1270,0.1,"Soups, Sauces, and Gravies"
1271,1.0,"Soups, Sauces, and Gravies"
1272,0.7,"Soups, Sauces, and Gravies"
1273,1.0,"Soups, Sauces, and Gravies"
1275,1.11,"Soups, Sauces, and Gravies"
1276,0.08,"Soups, Sauces, and Gravies"
1277,1.39,"Soups, Sauces, and Gravies"
1278,0.7,"Soups, Sauces, and Gravies"
1279,1.54,"Soups, Sauces, and Gravies"
1280,0.88,"Soups, Sauces, and Gravies"
1281,1.06,"Soups, Sauces, and Gravies"
1282,0.8,"Soups, Sauces, and Gravies"
1283,1.26,"Soups, Sauces, and Gravies"
1284,1.4,"Soups, Sauces, and Gravies"
1285,1.65,"Soups, Sauces, and Gravies"
1286,1.41,"Soups, Sauces, and Gravies"
1287,0.21,"Soups, Sauces, and Gravies"
1290,1.1,"Soups, Sauces, and Gravies"
1291,0.8,"Soups, Sauces, and Gravies"
1292,0.17,"Soups, Sauces, and Gravies"
1293,0.19,"Soups, Sauces, and Gravies"
1294,0.25,"Soups, Sauces, and Gravies"
1295,0.46,"Soups, Sauces, and Gravies"
1296,0.18,"Soups, Sauces, and Gravies"
1297,0.18,"Soups, Sauces, and Gravies"
1298,0.42,"Soups, Sauces, and Gravies"
1299,0.41,"Soups, Sauces, and Gravies"
1300,0.4,"Soups, Sauces, and Gravies"
1301,0.11,"Soups, Sauces, and Gravies"
1302,0.16,"Soups, Sauces, and Gravies"
1303,0.17,"Soups, Sauces, and Gravies"
1304,0.14,"Soups, Sauces, and Gravies"
1305,0.06,"Soups, Sauces, and Gravies"
1306,0.32,"Soups, Sauces, and Gravies"
1307,0.09,"Soups, Sauces, and Gravies"
1308,0.32,"Soups, Sauces, and Gravies"
1309,0.17,"Soups, Sauces, and Gravies"
1310,0.2,"Soups, Sauces, and Gravies"
1311,0.82,"Soups, Sauces, and Gravies"
1312,0.36,"Soups, Sauces, and Gravies"
1313,0.08,"Soups, Sauces, and Gravies"
1314,0.24,"Soups, Sauces, and Gravies"
1315,0.1,"Soups, Sauces, and Gravies"
1316,0.53,"Soups, Sauces, and Gravies"
1317,0.4,"Soups, Sauces, and Gravies"
1318,0.49,"Soups, Sauces, and Gravies"
1319,0.07,"Soups, Sauces, and Gravies"
1320,0.07,"Soups, Sauces, and Gravies"
1321,0.37,"Soups, Sauces, and Gravies"
1322,0.16,"Soups, Sauces, and Gravies"
1324,0.08,"Soups, Sauces, and Gravies"
1325,0.27,"Soups, Sauces, and Gravies"
1326,0.2,"Soups, Sauces, and Gravies"
1329,8.47,"Soups, Sauces, and Gravies"
1330,0.27,"Soups, Sauces, and Gravies"
1331,0.4,"Soups, Sauces, and Gravies"
1333,0.17,"Soups, Sauces, and Gravies"
1343,0.43,"Soups, Sauces, and Gravies"
1355,0.31,"Soups, Sauces, and Gravies"
1358,0.25,"Soups, Sauces, and Gravies"
1359,4.22,"Soups, Sauces, and Gravies"
1360,0.69,"Soups, Sauces, and Gravies"
1364,0.27,"Soups, Sauces, and Gravies"
1365,0.54,"Soups, Sauces, and Gravies"
1366,0.47,"Soups, Sauces, and Gravies"
1367,0.18,"Soups, Sauces, and Gravies"
1368,0.16,"Soups, Sauces, and Gravies"
1369,0.18,"Soups, Sauces, and Gravies"
1393,0.14,"Soups, Sauces, and Gravies"
1395,0.11,"Soups, Sauces, and Gravies"
1398,0.15,"Soups, Sauces, and Gravies"
1408,0.25,"Soups, Sauces, and Gravies"
1409,0.34,"Soups, Sauces, and Gravies"
1411,0.15,"Soups, Sauces, and Gravies"
1418,0.64,"Soups, Sauces, and Gravies"
1419,0.18,"Soups, Sauces, and Gravies"
1427,0.28,"Soups, Sauces, and Gravies"
1430,0.18,"Soups, Sauces, and Gravies"
1435,0.36,"Soups, Sauces, and Gravies"
1436,0.55,"Soups, Sauces, and Gravies"
1438,0.38,"Soups, Sauces, and Gravies"
1439,0.47,"Soups, Sauces, and Gravies"
1440,0.47,"Soups, Sauces, and Gravies"
1442,0.62,"Soups, Sauces, and Gravies"
1443,0.06,"Soups, Sauces, and Gravies"
1444,0.26,"Soups, Sauces, and Gravies"
1445,0.1,"Soups, Sauces, and Gravies"
1447,0.54,"Soups, Sauces, and Gravies"
1448,0.26,"Soups, Sauces, and Gravies"
1449,0.15,"Soups, Sauces, and Gravies"
1451,0.14,"Soups, Sauces, and Gravies"
1452,0.11,"Soups, Sauces, and Gravies"
1453,0.77,"Soups, Sauces, and Gravies"
1454,0.36,"Soups, Sauces, and Gravies"
1456,0.18,"Soups, Sauces, and Gravies"
1457,0.27,"Soups, Sauces, and Gravies"
1458,0.15,"Soups, Sauces, and Gravies"
1460,0.59,"Soups, Sauces, and Gravies"
1464,0.31,"Soups, Sauces, and Gravies"
1466,0.2,"Soups, Sauces, and Gravies"
1467,0.06,"Soups, Sauces, and Gravies"
1468,0.57,"Soups, Sauces, and Gravies"
1469,0.06,"Soups, Sauces, and Gravies"
1471,4.27,"Soups, Sauces, and Gravies"
1472,0.64,"Soups, Sauces, and Gravies"
1473,0.52,"Soups, Sauces, and Gravies"
1474,0.26,"Soups, Sauces, and Gravies"
1476,0.3,"Soups, Sauces, and Gravies"
1479,0.3,"Soups, Sauces, and Gravies"
1481,0.2,"Soups, Sauces, and Gravies"
1482,0.24,"Soups, Sauces, and Gravies"
1483,0.25,"Soups, Sauces, and Gravies"
1484,0.19,"Soups, Sauces, and Gravies"
1486,0.62,"Soups, Sauces, and Gravies"
1487,0.33,"Soups, Sauces, and Gravies"
1488,0.01,"Soups, Sauces, and Gravies"
1489,0.01,"Soups, Sauces, and Gravies"
1490,0.01,"Soups, Sauces, and Gravies"
1491,0.01,"Soups, Sauces, and Gravies"
1493,0.6,"Soups, Sauces, and Gravies"
1495,0.05,"Soups, Sauces, and Gravies"
1497,0.13,"Soups, Sauces, and Gravies"
1503,0.08,"Soups, Sauces, and Gravies"
1509,0.27,"Soups, Sauces, and Gravies"
1511,0.6,"Soups, Sauces, and Gravies"
1513,0.4,"Soups, Sauces, and Gravies"
1514,0.24,"Soups, Sauces, and Gravies"
1515,0.09,"Soups, Sauces, and Gravies"
1517,0.6,"Soups, Sauces, and Gravies"
1518,0.26,"Soups, Sauces, and Gravies"
1539,0.32,"Soups, Sauces, and Gravies"
1540,0.03,"Soups, Sauces, and Gravies"
1542,0.3,"Soups, Sauces, and Gravies"
1550,1.33,"Soups, Sauces, and Gravies"
1551,0.88,"Soups, Sauces, and Gravies"
1552,1.33,"Soups, Sauces, and Gravies"
1553,0.68,"Soups, Sauces, and Gravies"
1554,1.0,"Soups, Sauces, and Gravies"
1555,0.24,"Soups, Sauces, and Gravies"
1556,0.23,"Soups, Sauces, and Gravies"
1557,0.25,"Soups, Sauces, and Gravies"
1558,0.03,"Soups, Sauces, and Gravies"
1559,1.11,"Soups, Sauces, and Gravies"
1573,0.45,"Soups, Sauces, and Gravies"
1574,0.56,"Soups, Sauces, and Gravies"
1575,0.98,"Soups, Sauces, and Gravies"
1576,0.2,"Soups, Sauces, and Gravies"
1578,0.13,"Soups, Sauces, and Gravies"
1579,0.25,"Soups, Sauces, and Gravies"
1580,0.96,"Soups, Sauces, and Gravies"
1581,0.76,"Soups, Sauces, and Gravies"
1582,1.13,"Soups, Sauces, and Gravies"
1583,1.49,"Soups, Sauces, and Gravies"
1584,0.15,"Soups, Sauces, and Gravies"
1585,0.15,"Soups, Sauces, and Gravies"
1586,0.1,"Soups, Sauces, and Gravies"
1587,0.12,"Soups, Sauces, and Gravies"
1588,0.64,"Soups, Sauces, and Gravies"
1589,0.16,"Soups, Sauces, and Gravies"
1590,0.2,"Soups, Sauces, and Gravies"
1591,0.24,"Soups, Sauces, and Gravies"
1592,0.91,"Soups, Sauces, and Gravies"
1593,0.1,"Soups, Sauces, and Gravies"
1594,0.19,"Soups, Sauces, and Gravies"
1595,0.16,"Soups, Sauces, and Gravies"
1596,0.9,"Soups, Sauces, and Gravies"
1597,0.2,"Soups, Sauces, and Gravies"
1598,1.0,"Soups, Sauces, and Gravies"
1599,1.1,"Soups, Sauces, and Gravies"
1600,1.1,"Soups, Sauces, and Gravies"
1601,0.09,"Soups, Sauces, and Gravies"
1602,0.61,"Soups, Sauces, and Gravies"
1603,0.59,"Soups, Sauces, and Gravies"
1604,0.02,"Soups, Sauces, and Gravies"
1605,0.15,"Soups, Sauces, and Gravies"
1606,0.2,"Soups, Sauces, and Gravies"
1608,0.07,"Soups, Sauces, and Gravies"
1609,0.2,"Soups, Sauces, and Gravies"
1618,0.09,"Soups, Sauces, and Gravies"
1619,2.46,Sausages and Luncheon Meats
1620,2.21,Sausages and Luncheon Meats
1621,1.72,Sausages and Luncheon Meats
1622,2.47,Sausages and Luncheon Meats
1623,1.3,Sausages and Luncheon Meats
1624,2.07,Sausages and Luncheon Meats
1625,1.93,Sausages and Luncheon Meats
1626,2.3,Sausages and Luncheon Meats
1627,2.03,Sausages and Luncheon Meats
1628,1.3,Sausages and Luncheon Meats
1629,3.25,Sausages and Luncheon Meats
1630,2.81,Sausages and Luncheon Meats
1631,2.1,Sausages and Luncheon Meats
1632,2.25,Sausages and Luncheon Meats
1633,1.15,Sausages and Luncheon Meats
1634,3.41,Sausages and Luncheon Meats
1635,4.09,Sausages and Luncheon Meats
1636,2.53,Sausages and Luncheon Meats
1637,2.03,Sausages and Luncheon Meats
1638,1.11,Sausages and Luncheon Meats
1639,1.84,Sausages and Luncheon Meats
1640,1.83,Sausages and Luncheon Meats
1641,1.94,Sausages and Luncheon Meats
1642,1.58,Sausages and Luncheon Meats
1643,1.35,Sausages and Luncheon Meats
1644,1.9,Sausages and Luncheon Meats
1645,1.1,Sausages and Luncheon Meats
1646,2.0,Sausages and Luncheon Meats
1647,2.25,Sausages and Luncheon Meats
1648,0.97,Sausages and Luncheon Meats
1649,1.79,Sausages and Luncheon Meats
1650,1.66,Sausages and Luncheon Meats
1651,3.84,Sausages and Luncheon Meats
1652,3.7,Sausages and Luncheon Meats
1653,2.3,Sausages and Luncheon Meats
1654,3.2,Sausages and Luncheon Meats
1655,2.15,Sausages and Luncheon Meats
1656,1.48,Sausages and Luncheon Meats
1657,1.33,Sausages and Luncheon Meats
1658,2.1,Sausages and Luncheon Meats
1659,1.38,Sausages and Luncheon Meats
1660,2.16,Sausages and Luncheon Meats
1661,2.14,Sausages and Luncheon Meats
1662,0.92,Sausages and Luncheon Meats
1663,2.85,Sausages and Luncheon Meats
1664,3.23,Sausages and Luncheon Meats
1665,2.44,Sausages and Luncheon Meats
1666,1.68,Sausages and Luncheon Meats
1667,1.93,Sausages and Luncheon Meats
1668,3.05,Sausages and Luncheon Meats
1669,1.43,Sausages and Luncheon Meats
1670,2.18,Sausages and Luncheon Meats
1671,2.01,Sausages and Luncheon Meats
1672,2.45,Sausages and Luncheon Meats
1673,1.87,Sausages and Luncheon Meats
1674,2.31,Sausages and Luncheon Meats
1675,1.04,Sausages and Luncheon Meats
1676,1.77,Sausages and Luncheon Meats
1677,2.93,Sausages and Luncheon Meats
1678,2.32,Sausages and Luncheon Meats
1679,4.2,Sausages and Luncheon Meats
1680,2.67,Sausages and Luncheon Meats
1681,1.02,Sausages and Luncheon Meats
1682,1.31,Sausages and Luncheon Meats
1683,1.26,Sausages and Luncheon Meats
1684,1.96,Sausages and Luncheon Meats
1685,2.56,Sausages and Luncheon Meats
1686,0.8,Sausages and Luncheon Meats
1687,1.6,Sausages and Luncheon Meats
1688,3.25,Sausages and Luncheon Meats
1689,2.39,Sausages and Luncheon Meats
1690,2.45,Sausages and Luncheon Meats
1691,2.7,Sausages and Luncheon Meats
1692,2.03,Sausages and Luncheon Meats
1693,3.4,Sausages and Luncheon Meats
1694,0.7,Sausages and Luncheon Meats
1695,2.25,Sausages and Luncheon Meats
1696,3.16,Sausages and Luncheon Meats
1697,2.04,Sausages and Luncheon Meats
1698,2.19,Sausages and Luncheon Meats
1699,2.54,Sausages and Luncheon Meats
1700,4.3,Sausages and Luncheon Meats
1701,1.2,Sausages and Luncheon Meats
1702,2.84,Sausages and Luncheon Meats
1703,2.92,Sausages and Luncheon Meats
1704,2.12,Sausages and Luncheon Meats
1705,2.39,Sausages and Luncheon Meats
1706,1.59,Sausages and Luncheon Meats
1707,2.2,Sausages and Luncheon Meats
1708,2.05,Sausages and Luncheon Meats
1709,2.3,Sausages and Luncheon Meats
1710,6.08,Sausages and Luncheon Meats
1711,3.08,Sausages and Luncheon Meats
1712,1.52,Sausages and Luncheon Meats
1713,1.93,Sausages and Luncheon Meats
1714,2.11,Sausages and Luncheon Meats
1715,2.25,Sausages and Luncheon Meats
1716,2.25,Sausages and Luncheon Meats
1717,2.98,Sausages and Luncheon Meats
1718,2.25,Sausages and Luncheon Meats
1719,3.23,Sausages and Luncheon Meats
1720,2.47,Sausages and Luncheon Meats
1721,1.43,Sausages and Luncheon Meats
1722,2.68,Sausages and Luncheon Meats
1723,4.26,Sausages and Luncheon Meats
1724,4.2,Sausages and Luncheon Meats
1725,2.13,Sausages and Luncheon Meats
1726,2.68,Sausages and Luncheon Meats
1727,2.13,Sausages and Luncheon Meats
1729,2.21,Sausages and Luncheon Meats
1730,0.6,Sausages and Luncheon Meats
1731,0.3,Sausages and Luncheon Meats
1733,0.65,Sausages and Luncheon Meats
1734,0.73,Sausages and Luncheon Meats
1735,2.22,Sausages and Luncheon Meats
1736,0.91,Sausages and Luncheon Meats
1737,2.09,Sausages and Luncheon Meats
1738,1.51,Sausages and Luncheon Meats
1739,3.23,Sausages and Luncheon Meats
1740,2.85,Sausages and Luncheon Meats
1742,2.1,Sausages and Luncheon Meats
1743,2.17,Sausages and Luncheon Meats
1744,1.08,Sausages and Luncheon Meats
1745,1.2,Sausages and Luncheon Meats
1746,1.06,Sausages and Luncheon Meats
1747,1.28,Sausages and Luncheon Meats
1748,1.59,Sausages and Luncheon Meats
1749,2.92,Sausages and Luncheon Meats
1750,3.06,Sausages and Luncheon Meats
1751,4.38,Sausages and Luncheon Meats
1752,1.34,Sausages and Luncheon Meats
1753,3.88,Sausages and Luncheon Meats
1754,1.22,Sausages and Luncheon Meats
1755,1.04,Sausages and Luncheon Meats
1756,0.51,Sausages and Luncheon Meats
1757,1.14,Sausages and Luncheon Meats
1758,1.25,Sausages and Luncheon Meats
1759,1.27,Sausages and Luncheon Meats
1760,2.42,Sausages and Luncheon Meats
1761,3.14,Sausages and Luncheon Meats
1762,1.45,Sausages and Luncheon Meats
1763,1.53,Sausages and Luncheon Meats
1764,1.55,Sausages and Luncheon Meats
1765,1.29,Sausages and Luncheon Meats
1766,1.06,Sausages and Luncheon Meats
1767,1.66,Sausages and Luncheon Meats
1768,4.71,Sausages and Luncheon Meats
1769,1.61,Sausages and Luncheon Meats
1770,2.41,Sausages and Luncheon Meats
1771,1.78,Sausages and Luncheon Meats
1772,1.31,Sausages and Luncheon Meats
1773,3.95,Sausages and Luncheon Meats
1774,12.4,Breakfast Cereals
1775,5.0,Breakfast Cereals
1776,5.4,Breakfast Cereals
1777,5.0,Breakfast Cereals
1778,16.16,Breakfast Cereals
1779,15.56,Breakfast Cereals
1780,15.29,Breakfast Cereals
1781,16.73,Breakfast Cereals
1782,5.0,Breakfast Cereals
1783,5.2,Breakfast Cereals
1784,14.4,Breakfast Cereals
1785,15.3,Breakfast Cereals
1786,12.1,Breakfast Cereals
1787,1.0,Breakfast Cereals
1788,3.1,Breakfast Cereals
1789,1.3,Breakfast Cereals
1790,51.7,Breakfast Cereals
1791,5.0,Breakfast Cereals
1792,5.2,Breakfast Cereals
1793,2.7,Breakfast Cereals
1794,0.8,Breakfast Cereals
1795,5.56,Breakfast Cereals
